elements	DOWN_Willis2017	UP_Willis2017	Minderjahn2020	Sive2016	Steidl2017	DeKoter2011	TIS_UP	TIS_DOWN	TIS_shPU1_DOWN	TIS_shPU1_UP	UT_shPU1_DOWN	UT_shPU1_UP
AP001626.1	0	0	1	0	0	0	0	0	0	0	0	0
ITGB6	0	0	1	0	0	0	0	0	0	0	0	0
CELF2-AS1	0	0	1	0	0	0	0	0	0	0	0	0
MAP7D2	0	0	1	0	0	0	0	0	0	0	0	0
KLHL4	0	0	1	0	0	0	0	0	0	0	0	0
CASC2	0	0	1	0	0	0	0	0	0	0	0	0
MFSD1	0	0	1	0	0	0	0	0	0	0	0	0
AIF1	0	0	1	0	0	0	0	0	0	0	0	0
ATG16L2	0	0	1	0	0	0	0	0	0	0	0	0
ENPP7P11	0	0	1	0	0	0	0	0	0	0	0	0
STAG3	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF40	0	0	1	0	0	0	0	0	0	0	0	0
RP11-830F9.7	0	0	1	0	0	0	0	0	0	0	0	0
SPINK2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-26E5.1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-443P15.2	0	0	1	0	0	0	0	0	0	0	0	0
SDAD1P1	0	0	1	0	0	0	0	0	0	0	0	0
KLF7	0	0	1	0	0	0	0	0	0	0	0	0
RP5-966M1.6	0	0	1	0	0	0	0	0	0	0	0	0
SKOR1	0	0	1	0	0	0	0	0	0	0	0	0
NBPF10	0	0	1	0	0	0	0	0	0	0	0	0
TP53INP1	0	0	1	0	0	0	0	0	0	0	0	0
AC004951.6	0	0	1	0	0	0	0	0	0	0	0	0
AC007092.1	0	0	1	0	0	0	0	0	0	0	0	0
ANGPTL6	0	0	1	0	0	0	0	0	0	0	0	0
IFI35	0	0	1	0	0	0	0	0	0	0	0	0
RP11-861A13.4	0	0	1	0	0	0	0	0	0	0	0	0
ABCA7	0	0	1	0	0	0	0	0	0	0	0	0
CTB-133G6.1	0	0	1	0	0	0	0	0	0	0	0	0
AP001171.1	0	0	1	0	0	0	0	0	0	0	0	0
RP5-1103G7.4	0	0	1	0	0	0	0	0	0	0	0	0
C10orf54	0	0	1	0	0	0	0	0	0	0	0	0
RP11-405F3.4	0	0	1	0	0	0	0	0	0	0	0	0
KB-431C1.4	0	0	1	0	0	0	0	0	0	0	0	0
RP11-98D18.9	0	0	1	0	0	0	0	0	0	0	0	0
KLHL24	0	0	1	0	0	0	0	0	0	0	0	0
RP11-37C7.3	0	0	1	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	1	0	0	0	0	0	0	0	0	0
CTC-459F4.1	0	0	1	0	0	0	0	0	0	0	0	0
FRY	0	0	1	0	0	0	0	0	0	0	0	0
AC079584.2	0	0	1	0	0	0	0	0	0	0	0	0
AC004840.9	0	0	1	0	0	0	0	0	0	0	0	0
EFHC1	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2	0	0	1	0	0	0	0	0	0	0	0	0
ZNF467	0	0	1	0	0	0	0	0	0	0	0	0
RP5-1092A3.4	0	0	1	0	0	0	0	0	0	0	0	0
CEL	0	0	1	0	0	0	0	0	0	0	0	0
WBP1	0	0	1	0	0	0	0	0	0	0	0	0
AL133458.1	0	0	1	0	0	0	0	0	0	0	0	0
CYB5R4	0	0	1	0	0	0	0	0	0	0	0	0
CACFD1	0	0	1	0	0	0	0	0	0	0	0	0
KRT8	0	0	1	0	0	0	0	0	0	0	0	0
ZNF439	0	0	1	0	0	0	0	0	0	0	0	0
AC072062.1	0	0	1	0	0	0	0	0	0	0	0	0
LST1	0	0	1	0	0	0	0	0	0	0	0	0
NKAPP1	0	0	1	0	0	0	0	0	0	0	0	0
TRANK1	0	0	1	0	0	0	0	0	0	0	0	0
LINC00341	0	0	1	0	0	0	0	0	0	0	0	0
BMP10	0	0	1	0	0	0	0	0	0	0	0	0
PROCA1	0	0	1	0	0	0	0	0	0	0	0	0
LINC01088	0	0	1	0	0	0	0	0	0	0	0	0
AC074138.3	0	0	1	0	0	0	0	0	0	0	0	0
CHGB	0	0	1	0	0	0	0	0	0	0	0	0
GGT1	0	0	1	0	0	0	0	0	0	0	0	0
TIPARP-AS1	0	0	1	0	0	0	0	0	0	0	0	0
CYP4F2	0	0	1	0	0	0	0	0	0	0	0	0
LINC00877	0	0	1	0	0	0	0	0	0	0	0	0
EMP3	0	0	1	0	0	0	0	0	0	0	0	0
RP11-347C18.3	0	0	1	0	0	0	0	0	0	0	0	0
PATL2	0	0	1	0	0	0	0	0	0	0	0	0
ERO1LB	0	0	1	0	0	0	0	0	0	0	0	0
RP11-359E3.4	0	0	1	0	0	0	0	0	0	0	0	0
CXorf21	0	0	1	0	0	0	0	0	0	0	0	0
CAMK4	0	0	1	0	0	0	0	0	0	0	0	0
GPR85	0	0	1	0	0	0	0	0	0	0	0	0
SSXP10	0	0	1	0	0	0	0	0	0	0	0	0
RP11-396C23.4	0	0	1	0	0	0	0	0	0	0	0	0
C19orf82	0	0	1	0	0	0	0	0	0	0	0	0
ACACB	0	0	1	0	0	0	0	0	0	0	0	0
AF127936.5	0	0	1	0	0	0	0	0	0	0	0	0
ATP8B3	0	0	1	0	0	0	0	0	0	0	0	0
RP11-61O1.1	0	0	1	0	0	0	0	0	0	0	0	0
TXLNB	0	0	1	0	0	0	0	0	0	0	0	0
MTL5	0	0	1	0	0	0	0	0	0	0	0	0
RP3-329A5.8	0	0	1	0	0	0	0	0	0	0	0	0
CEBPE	0	0	1	0	0	0	0	0	0	0	0	0
CD1C	0	0	1	0	0	0	0	0	0	0	0	0
CCDC24	0	0	1	0	0	0	0	0	0	0	0	0
RP11-1055B8.4	0	0	1	0	0	0	0	0	0	0	0	0
GABARAP	0	0	1	0	0	0	0	0	0	0	0	0
RP5-1185I7.1	0	0	1	0	0	0	0	0	0	0	0	0
AFAP1-AS1	0	0	1	0	0	0	0	0	0	0	0	0
TRIM22	0	0	1	0	0	0	0	0	0	0	0	0
RP11-55K13.1	0	0	1	0	0	0	0	0	0	0	0	0
TTLL6	0	0	1	0	0	0	0	0	0	0	0	0
LINC00173	0	0	1	0	0	0	0	0	0	0	0	0
NPAS1	0	0	1	0	0	0	0	0	0	0	0	0
C9orf9	0	0	1	0	0	0	0	0	0	0	0	0
RP11-25H12.1	0	0	1	0	0	0	0	0	0	0	0	0
CCNG2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-1055B8.7	0	0	1	0	0	0	0	0	0	0	0	0
C2orf81	0	0	1	0	0	0	0	0	0	0	0	0
TGM5	0	0	1	0	0	0	0	0	0	0	0	0
NBPF20	0	0	1	0	0	0	0	0	0	0	0	0
AVIL	0	0	1	0	0	0	0	0	0	0	0	0
TBXAS1	0	0	1	0	0	0	0	0	0	0	0	0
H1FX-AS1	0	0	1	0	0	0	0	0	0	0	0	0
OPRL1	0	0	1	0	0	0	0	0	0	0	0	0
MC1R	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3224K15.3	0	0	1	0	0	0	0	0	0	0	0	0
SNAI3	0	0	1	0	0	0	0	0	0	0	0	0
LRRC37A15P	0	0	1	0	0	0	0	0	0	0	0	0
TRPM4	0	0	1	0	0	0	0	0	0	0	0	0
RP11-455F5.4	0	0	1	0	0	0	0	0	0	0	0	0
SYT1	0	0	1	0	0	0	0	0	0	0	0	0
KRT8P46	0	0	1	0	0	0	0	0	0	0	0	0
MFAP4	0	0	1	0	0	0	0	0	0	0	0	0
AFAP1L2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-353N14.2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-383F6.1	0	0	1	0	0	0	0	0	0	0	0	0
SLC18A2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-1055B8.6	0	0	1	0	0	0	0	0	0	0	0	0
RP5-1086K13.1	0	0	1	0	0	0	0	0	0	0	0	0
HSH2D	0	0	1	0	0	0	0	0	0	0	0	0
METTL7A	0	0	1	0	0	0	0	0	0	0	0	0
GPC2	0	0	1	0	0	0	0	0	0	0	0	0
PAIP2B	0	0	1	0	0	0	0	0	0	0	0	0
CREBRF	0	0	1	0	0	0	0	0	0	0	0	0
CDH23	0	0	1	0	0	0	0	0	0	0	0	0
SLC45A3	0	0	1	0	0	0	0	0	0	0	0	0
AC009005.2	0	0	1	0	0	0	0	0	0	0	0	0
HSD17B8	0	0	1	0	0	0	0	0	0	0	0	0
RP11-568N6.1	0	0	1	0	0	0	0	0	0	0	0	0
LINC00886	0	0	1	0	0	0	0	0	0	0	0	0
GPA33	0	0	1	0	0	0	0	0	0	0	0	0
RP11-250B2.5	0	0	1	0	0	0	0	0	0	0	0	0
PCED1B-AS1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-433M22.2	0	0	1	0	0	0	0	0	0	0	0	0
S100A13	0	0	1	0	0	0	0	0	0	0	0	0
RP11-54O7.1	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A11	0	0	1	0	0	0	0	0	0	0	0	0
LRRC33	0	0	0	1	0	0	0	0	0	0	0	0
AI504432	0	0	0	1	0	0	0	0	0	0	0	0
AHNAK	0	0	0	1	0	0	0	0	0	0	0	0
PHGDH	0	0	0	1	0	0	0	0	0	0	0	0
WSB1	0	0	0	1	0	0	0	0	0	0	0	0
MED21	0	0	0	1	0	0	0	0	0	0	0	0
SLC46A3	0	0	0	1	0	0	0	0	0	0	0	0
ZFP710	0	0	0	1	0	0	0	0	0	0	0	0
WDR3	0	0	0	1	0	0	0	0	0	0	0	0
RCBTB2	0	0	0	1	0	0	0	0	0	0	0	0
NDST1	0	0	0	1	0	0	0	0	0	0	0	0
SLC12A6	0	0	0	1	0	0	0	0	0	0	0	0
HPS3	0	0	0	1	0	0	0	0	0	0	0	0
MCL1	0	0	0	1	0	0	0	0	0	0	0	0
NUP210	0	0	0	1	0	0	0	0	0	0	0	0
PLCG2	0	0	0	1	0	0	0	0	0	0	0	0
SNX27	0	0	0	1	0	0	0	0	0	0	0	0
PIK3CG	0	0	0	1	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	1	0	0	0	0	0	0	0	0
FOS	0	0	0	1	0	0	0	0	0	0	0	0
GBP3	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A12	0	0	0	1	0	0	0	0	0	0	0	0
HDGF	0	0	0	1	0	0	0	0	0	0	0	0
PAK2	0	0	0	1	0	0	0	0	0	0	0	0
PSTPIP1	0	0	0	1	0	0	0	0	0	0	0	0
CEP170	0	0	0	1	0	0	0	0	0	0	0	0
UGT1A10	0	0	0	1	0	0	0	0	0	0	0	0
FGD2	0	0	0	1	0	0	0	0	0	0	0	0
DTX2	0	0	0	1	0	0	0	0	0	0	0	0
GM885	0	0	0	1	0	0	0	0	0	0	0	0
CNIH4	0	0	0	1	0	0	0	0	0	0	0	0
ZFP35	0	0	0	1	0	0	0	0	0	0	0	0
IKZF1	0	0	0	1	0	0	0	0	0	0	0	0
CSDE1	0	0	0	1	0	0	0	0	0	0	0	0
IDH2	0	0	0	1	0	0	0	0	0	0	0	0
TUFT1	0	0	0	1	0	0	0	0	0	0	0	0
IFITM6	0	0	0	1	0	0	0	0	0	0	0	0
LMTK2	0	0	0	1	0	0	0	0	0	0	0	0
5430427O19RIK	0	0	0	1	0	0	0	0	0	0	0	0
GBP6	0	0	0	1	0	0	0	0	0	0	0	0
WDR67	0	0	0	1	0	0	0	0	0	0	0	0
TM7SF3	0	0	0	1	0	0	0	0	0	0	0	0
SLC10A7	0	0	0	0	1	0	0	0	0	0	0	0
DTNBP1	0	0	0	0	1	0	0	0	0	0	0	0
GDA	0	0	0	0	1	0	0	0	0	0	0	0
GRK5	0	0	0	0	1	0	0	0	0	0	0	0
SMYD3	0	0	0	0	1	0	0	0	0	0	0	0
CHRAC1	0	0	0	0	1	0	0	0	0	0	0	0
FAM19A4	0	0	0	0	1	0	0	0	0	0	0	0
CHST15	0	0	0	0	1	0	0	0	0	0	0	0
CETN3	0	0	0	0	1	0	0	0	0	0	0	0
MARF1	0	0	0	0	1	0	0	0	0	0	0	0
SEC14L1	0	0	0	0	1	0	0	0	0	0	0	0
PIK3CB	0	0	0	0	1	0	0	0	0	0	0	0
C330007P06RIK	0	0	0	0	1	0	0	0	0	0	0	0
RAET1A	0	0	0	0	1	0	0	0	0	0	0	0
ZFP608	0	0	0	0	1	0	0	0	0	0	0	0
AGPS	0	0	0	0	1	0	0	0	0	0	0	0
ALDH1L2	0	0	0	0	1	0	0	0	0	0	0	0
LILRA6	0	0	0	0	1	0	0	0	0	0	0	0
UBE2W	0	0	0	0	1	0	0	0	0	0	0	0
CENPJ	0	0	0	0	1	0	0	0	0	0	0	0
PITX1	0	0	0	0	1	0	0	0	0	0	0	0
RELL1	0	0	0	0	1	0	0	0	0	0	0	0
ASTN2	0	0	0	0	2	0	0	0	0	0	0	0
TANK	0	0	0	0	1	0	0	0	0	0	0	0
SDR16C5	0	0	0	0	1	0	0	0	0	0	0	0
KALRN	0	0	0	0	1	0	0	0	0	0	0	0
ELF1	0	0	0	0	1	0	0	0	0	0	0	0
TLR5	0	0	0	0	1	0	0	0	0	0	0	0
ALG9	0	0	0	0	1	0	0	0	0	0	0	0
MUC20	0	0	0	0	1	0	0	0	0	0	0	0
RBP7	0	0	0	0	1	0	0	0	0	0	0	0
AGBL1	0	0	0	0	1	0	0	0	0	0	0	0
TBC1D24	0	0	0	0	1	0	0	0	0	0	0	0
FAM3C	0	0	0	0	1	0	0	0	0	0	0	0
MIR5129	0	0	0	0	1	0	0	0	0	0	0	0
CD276	0	0	0	0	1	0	0	0	0	0	0	0
KDM7A	0	0	0	0	1	0	0	0	0	0	0	0
PRPS1L1	0	0	0	0	1	0	0	0	0	0	0	0
C730036E19RIK	0	0	0	0	1	0	0	0	0	0	0	0
GM94	0	0	0	0	1	0	0	0	0	0	0	0
GM19510	0	0	0	0	1	0	0	0	0	0	0	0
TBL1XR1	0	0	0	0	1	0	0	0	0	0	0	0
1700020M21RIK	0	0	0	0	1	0	0	0	0	0	0	0
ELMO1	0	0	0	0	1	0	0	0	0	0	0	0
PDHX	0	0	0	0	1	0	0	0	0	0	0	0
E2F2	0	0	0	0	1	0	0	0	0	0	0	0
GM2848	0	0	0	0	1	0	0	0	0	0	0	0
KIF1A	0	0	0	0	1	0	0	0	0	0	0	0
SDR16C6	0	0	0	0	1	0	0	0	0	0	0	0
CDH7	0	0	0	0	1	0	0	0	0	0	0	0
MAF	0	0	0	0	1	0	0	0	0	0	0	0
CFDP1	0	0	0	0	1	0	0	0	0	0	0	0
TIGD3	0	0	0	0	1	0	0	0	0	0	0	0
KCNMB4	0	0	0	0	1	0	0	0	0	0	0	0
HNRNPU	0	0	0	0	1	0	0	0	0	0	0	0
MIR6541	0	0	0	0	1	0	0	0	0	0	0	0
MAEA	0	0	0	0	1	0	0	0	0	0	0	0
MIR5135	0	0	0	0	1	0	0	0	0	0	0	0
CEP295	0	0	0	0	1	0	0	0	0	0	0	0
ESM1	0	0	0	0	1	0	0	0	0	0	0	0
KANK1	0	0	0	0	2	0	0	0	0	0	0	0
TRIO	0	0	0	0	1	0	0	0	0	0	0	0
PTPN12	0	0	0	0	1	0	0	0	0	0	0	0
4930486I03RIK	0	0	0	0	1	0	0	0	0	0	0	0
2810004N23RIK	0	0	0	0	1	0	0	0	0	0	0	0
ITGA8	0	0	0	0	1	0	0	0	0	0	0	0
TRPC7	0	0	0	0	1	0	0	0	0	0	0	0
GPR141	0	0	0	0	1	0	0	0	0	0	0	0
DENND4A	0	0	0	0	1	0	0	0	0	0	0	0
GM13986	0	0	0	0	1	0	0	0	0	0	0	0
ITPR2	0	0	0	0	1	0	0	0	0	0	0	0
QPCT	0	0	0	0	1	0	0	0	0	0	0	0
PPT1	0	0	0	0	1	0	0	0	0	0	0	0
PIEZO1	0	0	0	0	1	0	0	0	0	0	0	0
GM20740	0	0	0	0	1	0	0	0	0	0	0	0
PSTPIP2	0	0	0	0	1	0	0	0	0	0	0	0
OLFR279	0	0	0	0	1	0	0	0	0	0	0	0
RGS2	0	0	0	0	1	0	0	0	0	0	0	0
CCNL1	0	0	0	0	1	0	0	0	0	0	0	0
FAM65B	0	0	0	0	1	0	0	0	0	0	0	0
DSCAM	0	0	0	0	1	0	0	0	0	0	0	0
MYCBP2	0	0	0	0	1	0	0	0	0	0	0	0
GPR34	0	0	0	0	1	0	0	0	0	0	0	0
CEBPG	0	0	0	0	1	0	0	0	0	0	0	0
CCL28	0	0	0	0	1	0	0	0	0	0	0	0
IBTK	0	0	0	0	1	0	0	0	0	0	0	0
FAM43A	0	0	0	0	1	0	0	0	0	0	0	0
FBXW11	0	0	0	0	1	0	0	0	0	0	0	0
RRP12	0	0	0	0	1	0	0	0	0	0	0	0
0610038B21RIK	0	0	0	0	1	0	0	0	0	0	0	0
FAAP100	0	0	0	0	1	0	0	0	0	0	0	0
MMD	0	0	0	0	1	0	0	0	0	0	0	0
RNF130	0	0	0	0	1	0	0	0	0	0	0	0
ST13	0	0	0	0	1	0	0	0	0	0	0	0
PPP2R5E	0	0	0	0	1	0	0	0	0	0	0	0
FOXO3	0	0	0	0	1	0	0	0	0	0	0	0
RFX7	0	0	0	0	1	0	0	0	0	0	0	0
GM5833	0	0	0	0	1	0	0	0	0	0	0	0
ADCY9	0	0	0	0	1	0	0	0	0	0	0	0
3110082I17RIK	0	0	0	0	1	0	0	0	0	0	0	0
KLRB1F	0	0	0	0	1	0	0	0	0	0	0	0
SUSD1	0	0	0	0	1	0	0	0	0	0	0	0
MDM4	0	0	0	0	1	0	0	0	0	0	0	0
RPS5	0	0	0	0	1	0	0	0	0	0	0	0
GM29684	0	0	0	0	1	0	0	0	0	0	0	0
YWHAQ	0	0	0	0	1	0	0	0	0	0	0	0
MCU	0	0	0	0	1	0	0	0	0	0	0	0
E230029C05RIK	0	0	0	0	1	0	0	0	0	0	0	0
SLC35A5	0	0	0	0	1	0	0	0	0	0	0	0
KIF2A	0	0	0	0	1	0	0	0	0	0	0	0
SERTAD2	0	0	0	0	1	0	0	0	0	0	0	0
ASAP1	0	0	0	0	1	0	0	0	0	0	0	0
SVIP	0	0	0	0	1	0	0	0	0	0	0	0
LRP5	0	0	0	0	1	0	0	0	0	0	0	0
4930512M02RIK	0	0	0	0	1	0	0	0	0	0	0	0
FAM122A	0	0	0	0	1	0	0	0	0	0	0	0
CHDH	0	0	0	0	1	0	0	0	0	0	0	0
GABRG3	0	0	0	0	1	0	0	0	0	0	0	0
CEBPZ	0	0	0	0	1	0	0	0	0	0	0	0
DLEU2	0	0	0	0	1	0	0	0	0	0	0	0
GM19345	0	0	0	0	1	0	0	0	0	0	0	0
NEK10	0	0	0	0	1	0	0	0	0	0	0	0
SSFA2	0	0	0	0	1	0	0	0	0	0	0	0
B3GALT2	0	0	0	0	1	0	0	0	0	0	0	0
LY6C2	0	0	0	0	1	0	0	0	0	0	0	0
DCAF6	0	0	0	0	1	0	0	0	0	0	0	0
MAML1	0	0	0	0	1	0	0	0	0	0	0	0
CIB3	0	0	0	0	1	0	0	0	0	0	0	0
GM19424	0	0	0	0	1	0	0	0	0	0	0	0
ATP1A4	0	0	0	0	1	0	0	0	0	0	0	0
BAZ2B	0	0	0	0	1	0	0	0	0	0	0	0
PRG2	0	0	0	0	1	0	0	0	0	0	0	0
WFDC16	0	0	0	0	1	0	0	0	0	0	0	0
4933422A05RIK	0	0	0	0	1	0	0	0	0	0	0	0
TMEM38B	0	0	0	0	1	0	0	0	0	0	0	0
GGTA1	0	0	0	0	1	0	0	0	0	0	0	0
EXTL3	0	0	0	0	1	0	0	0	0	0	0	0
FKBP15	0	0	0	0	1	0	0	0	0	0	0	0
PDE4B	0	0	0	0	1	0	0	0	0	0	0	0
TMEM108	0	0	0	0	1	0	0	0	0	0	0	0
TNFRSF13B	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7	0	0	0	0	1	0	0	0	0	0	0	0
MORF4L1	0	0	0	0	1	0	0	0	0	0	0	0
GM14005	0	0	0	0	1	0	0	0	0	0	0	0
CTS3	0	0	0	0	1	0	0	0	0	0	0	0
KAT7	0	0	0	0	1	0	0	0	0	0	0	0
HMGA2-PS1	0	0	0	0	1	0	0	0	0	0	0	0
OLFR985	0	0	0	0	1	0	0	0	0	0	0	0
ZFP217	0	0	0	0	1	0	0	0	0	0	0	0
RNASE2A	0	0	0	0	1	0	0	0	0	0	0	0
PTEN	0	0	0	0	1	0	0	0	0	0	0	0
SYNE2	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A4	0	0	0	0	1	0	0	0	0	0	0	0
ALOX5	0	0	0	0	1	0	0	0	0	0	0	0
METTL8	0	0	0	0	1	0	0	0	0	0	0	0
RPGRIP1	0	0	0	0	1	0	0	0	0	0	0	0
MEF2A	0	0	0	0	1	0	0	0	0	0	0	0
ITSN2	0	0	0	0	1	0	0	0	0	0	0	0
4933430M04RIK	0	0	0	0	1	0	0	0	0	0	0	0
ELOVL7	0	0	0	0	1	0	0	0	0	0	0	0
CDCA7L	0	0	0	0	1	0	0	0	0	0	0	0
SMAD7	0	0	0	0	1	0	0	0	0	0	0	0
ATP6V0E	0	0	0	0	1	0	0	0	0	0	0	0
SRGAP2	0	0	0	0	1	0	0	0	0	0	0	0
SLC44A1	0	0	0	0	1	0	0	0	0	0	0	0
ZFP148	0	0	0	0	1	0	0	0	0	0	0	0
LAT2	0	0	0	0	1	0	0	0	0	0	0	0
CISD2	0	0	0	0	1	0	0	0	0	0	0	0
SPATS2	0	0	0	0	1	0	0	0	0	0	0	0
RSBN1L	0	0	0	0	1	0	0	0	0	0	0	0
PDE1A	0	0	0	0	1	0	0	0	0	0	0	0
LIMK2	0	0	0	0	1	0	0	0	0	0	0	0
MIR181A-1	0	0	0	0	1	0	0	0	0	0	0	0
TBCC	0	0	0	0	1	0	0	0	0	0	0	0
HTR1F	0	0	0	0	1	0	0	0	0	0	0	0
RAP1B	0	0	0	0	1	0	0	0	0	0	0	0
ZDHHC9	0	0	0	0	1	0	0	0	0	0	0	0
SRPK2	0	0	0	0	1	0	0	0	0	0	0	0
CMPK1	0	0	0	0	1	0	0	0	0	0	0	0
LPAR5	0	0	0	0	1	0	0	0	0	0	0	0
ETS1	0	0	0	0	1	0	0	0	0	0	0	0
LILR4B	0	0	0	0	1	0	0	0	0	0	0	0
PDE11A	0	0	0	0	1	0	0	0	0	0	0	0
INPP5D	0	0	0	0	1	0	0	0	0	0	0	0
ATF6	0	0	0	0	1	0	0	0	0	0	0	0
SPATA5	0	0	0	0	1	0	0	0	0	0	0	0
NRDE2	0	0	0	0	1	0	0	0	0	0	0	0
ARFGEF1	0	0	0	0	1	0	0	0	0	0	0	0
4930412B13RIK	0	0	0	0	1	0	0	0	0	0	0	0
PVT1	0	0	0	0	1	0	0	0	0	0	0	0
CRYGA	0	0	0	0	1	0	0	0	0	0	0	0
GM15056	0	0	0	0	1	0	0	0	0	0	0	0
4930564D02RIK	0	0	0	0	1	0	0	0	0	0	0	0
FAM49B	0	0	0	0	1	0	0	0	0	0	0	0
SMIM18	0	0	0	0	1	0	0	0	0	0	0	0
4930440C22RIK	0	0	0	0	1	0	0	0	0	0	0	0
DNAJC10	0	0	0	0	1	0	0	0	0	0	0	0
CTSC	0	0	0	0	1	0	0	0	0	0	0	0
ELANE	0	0	0	0	0	1	0	0	0	0	0	0
GATA1	0	0	0	0	0	1	0	0	0	0	0	0
PARG	0	0	0	0	0	1	0	0	0	0	0	0
IL18	0	0	0	0	0	1	0	0	0	0	0	0
CDKN2B	0	0	0	0	0	1	0	0	0	0	0	0
MME	0	0	0	0	0	1	0	0	0	0	0	0
IGHMBP2	0	0	0	0	0	1	0	0	0	0	0	0
IITGB2	0	0	0	0	0	1	0	0	0	0	0	0
CXCR1	0	0	0	0	0	1	0	0	0	0	0	0
OLFM4	0	0	0	0	0	1	0	0	0	0	0	0
TAL1	0	0	0	0	0	1	0	0	0	0	0	0
ADAR	0	0	0	0	0	1	0	0	0	0	0	0
CLEC5A	0	0	0	0	0	1	0	0	0	0	0	0
IL9	0	0	0	0	0	1	0	0	0	0	0	0
BPI	0	0	0	0	0	1	0	0	0	0	0	0
LY96	0	0	0	0	0	1	0	0	0	0	0	0
RNASE2	0	0	0	0	0	1	0	0	0	0	0	0
IGJ	0	0	0	0	0	1	0	0	0	0	0	0
ISG15	0	0	0	0	0	1	0	0	0	0	0	0
IRF4	0	0	0	0	0	1	0	0	0	0	0	0
OSCAR	0	0	0	0	0	1	0	0	0	0	0	0
LILRB1	0	0	0	0	0	1	0	0	0	0	0	0
CD79A	0	0	0	0	0	1	0	0	0	0	0	0
SERPINB1	0	0	0	0	0	1	0	0	0	0	0	0
ZNF300	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF11A	0	0	0	0	0	1	0	0	0	0	0	0
IL7R	0	0	0	0	0	1	0	0	0	0	0	0
MCM3AP	0	0	0	0	0	1	0	0	0	0	0	0
CSF3R	0	0	0	0	0	1	0	0	0	0	0	0
IGH	0	0	0	0	0	1	0	0	0	0	0	0
PLIN2	0	0	0	0	0	1	0	0	0	0	0	0
CHI3L1	0	0	0	0	0	1	0	0	0	0	0	0
PRG3	0	0	0	0	0	1	0	0	0	0	0	0
CTSK	0	0	0	0	0	1	0	0	0	0	0	0
MSR1	0	0	0	0	0	1	0	0	0	0	0	0
MRC1	0	0	0	0	0	1	0	0	0	0	0	0
BCL2A1	0	0	0	0	0	1	0	0	0	0	0	0
ACP5	0	0	0	0	0	1	0	0	0	0	0	0
IL4	0	0	0	0	0	1	0	0	0	0	0	0
DEFA1	0	0	0	0	0	1	0	0	0	0	0	0
CD209	0	0	0	0	0	1	0	0	0	0	0	0
CCL5	0	0	0	0	0	1	0	0	0	0	0	0
LYZ	0	0	0	0	0	1	0	0	0	0	0	0
FCGR1A	0	0	0	0	0	1	0	0	0	0	0	0
IL12B	0	0	0	0	0	1	0	0	0	0	0	0
IFIT3	0	0	0	0	0	1	0	0	0	0	0	0
IGL	0	0	0	0	0	1	0	0	0	0	0	0
TNFSF10	0	0	0	0	0	1	0	0	0	0	0	0
NR3C1	0	0	0	0	0	1	0	0	0	0	0	0
FCER1A	0	0	0	0	0	1	0	0	0	0	0	0
ARG1	0	0	0	0	0	1	0	0	0	0	0	0
IGK	0	0	0	0	0	1	0	0	0	0	0	0
IL3RA	0	0	0	0	0	1	0	0	0	0	0	0
FLT3	0	0	0	0	0	1	0	0	0	0	0	0
CXCL9	0	0	0	0	0	1	0	0	0	0	0	0
OPRM1	0	0	0	0	0	1	0	0	0	0	0	0
FCER2	0	0	0	0	0	1	0	0	0	0	0	0
CLEC4G	0	0	0	0	0	1	0	0	0	0	0	0
CSF2RA	0	0	0	0	0	1	0	0	0	0	0	0
VAV1	0	0	0	0	0	1	0	0	0	0	0	0
CLMP	0	0	0	0	0	0	1	0	0	0	0	0
SLC18A1	0	0	0	0	0	0	1	0	0	0	0	0
MMP2	0	0	0	0	0	0	1	0	0	0	0	0
PCDHB15	0	0	0	0	0	0	1	0	0	0	0	0
SMARCD3	0	0	0	0	0	0	1	0	0	0	0	0
ITGA5	0	0	0	0	0	0	1	0	0	0	0	0
APBB2	0	0	0	0	0	0	1	0	0	0	0	0
XDH	0	0	0	0	0	0	1	0	0	0	0	0
EDN1	0	0	0	0	0	0	1	0	0	0	0	0
GLT1D1	0	0	0	0	0	0	1	0	0	0	0	0
LRRC41	0	0	0	0	0	0	1	0	0	0	0	0
CBR2	0	0	0	0	0	0	1	0	0	0	0	0
GM7658	0	0	0	0	0	0	1	0	0	0	0	0
CNGB1	0	0	0	0	0	0	1	0	0	0	0	0
KLHL14	0	0	0	0	0	0	1	0	0	0	0	0
REEP6	0	0	0	0	0	0	1	0	0	0	0	0
